"region","Crash.ID","State","Month","Year","Dayweek","Time","Crash.Type","Bus.Involvement","Heavy.Rigid.Truck.Involvement","Articulated.Truck.Involvement","Speed.Limit","Road.User","Gender","Age","National.Remoteness.Areas","SA4.Name.2016","National.LGA.Name.2017","National.Road.Type","Christmas.Period","Easter.Period","Age.Group","Day.of.week","Time.of.day","city","lat","long","latc","longc","initialZoom"
"New South Wales",20191135,"NSW","Sep",2019,"Friday","20:02","Pedestrian","No","No","No","50","Pedestrian","Male",52,"Major Cities of Australia","Sydney - South West","Fairfield","Local Road","No","No","40_to_64","Weekend","Night","Fairfield",-33.85,150.96,-35.473469,149.012375,5
"New South Wales",20181316,"NSW","Dec",2018,"Saturday","4:50","Single","No","No","No","100","Driver","Male",32,"Major Cities of Australia","Sydney - South West","Liverpool","National or State Highway","No","No","26_to_39","Weekend","Night","Liverpool",-33.89,151.1,-35.473469,149.012375,5
"New South Wales",20181084,"NSW","Mar",2018,"Saturday","10:00","Multiple","No","No","No","100","Motorcycle rider","Male",64,"Inner Regional Australia","Richmond - Tweed","Ballina","National or State Highway","No","No","40_to_64","Weekend","Day","Ballina",-28.865483,153.532475,-35.473469,149.012375,5
"New South Wales",20191078,"NSW","May",2019,"Saturday","17:50","Pedestrian","No","No","Yes","110","Pedestrian","Male",36,"Inner Regional Australia","Richmond - Tweed","Ballina","National or State Highway","No","No","26_to_39","Weekend","Day","Ballina",-28.865483,153.532475,-35.473469,149.012375,5
"New South Wales",20191070,"NSW","Sep",2019,"Friday","2:28","Multiple","No","No","No","70","Driver","Female",45,"Major Cities of Australia","Hunter Valley exc Newcastle","Maitland","Arterial Road","No","No","40_to_64","Weekday","Night","Maitland",-32.741737,151.543675,-35.473469,149.012375,5
"New South Wales",20181194,"NSW","Apr",2018,"Tuesday","1:30","Single","No","No","No","110","Motorcycle rider","Male",38,"Major Cities of Australia","Sydney - Outer West and Blue Mountains","Penrith","National or State Highway","No","No","26_to_39","Weekday","Night","Penrith",-33.755476,150.678551,-35.473469,149.012375,5
"New South Wales",20191194,"NSW","Mar",2019,"Saturday","17:57","Multiple","No","No","Yes","110","Driver","Male",86,"Outer Regional Australia","Far West and Orana","Gilgandra","National or State Highway","No","No","75_or_older","Weekend","Day","Gilgandra",-31.63315,148.648353,-35.473469,149.012375,5
"New South Wales",20171124,"NSW","Aug",2017,"Sunday","14:27","Multiple","No","No","No","100","Motorcycle rider","Male",17,"Inner Regional Australia","Hunter Valley exc Newcastle","Singleton","Local Road","No","No","17_to_25","Weekend","Day","Singleton",-32.760486,150.972137,-35.473469,149.012375,5
"New South Wales",20181085,"NSW","Oct",2018,"Wednesday","12:23","Multiple","No","Yes","No","60","Driver","Male",63,"Major Cities of Australia","Central Coast","Central Coast","Arterial Road","No","No","40_to_64","Weekday","Day","Central Coast",0,0,-35.473469,149.012375,5
"New South Wales",20181114,"NSW","Dec",2018,"Sunday","6:30","Single","No","No","No","110","Driver","Male",16,"Outer Regional Australia","Far West and Orana","Gilgandra","National or State Highway","No","No","0_to_16","Weekend","Day","Gilgandra",-31.63315,148.648353,-35.473469,149.012375,5
"New South Wales",20191041,"NSW","Feb",2019,"Sunday","10:00","Multiple","No","No","No","60","Pedal cyclist","Male",75,"Major Cities of Australia","Central Coast","Central Coast","Collector Road","No","No","75_or_older","Weekend","Day","Central Coast",0,0,-35.473469,149.012375,5
"New South Wales",20181114,"NSW","Dec",2018,"Sunday","6:30","Single","No","No","No","110","Passenger","Male",18,"Outer Regional Australia","Far West and Orana","Gilgandra","National or State Highway","No","No","17_to_25","Weekend","Day","Gilgandra",-31.63315,148.648353,-35.473469,149.012375,5
"New South Wales",20181118,"NSW","Oct",2018,"Monday","7:05","Multiple","No","No","No","60","Motorcycle rider","Male",28,"Major Cities of Australia","Sydney - City and Inner South","Sydney","National or State Highway","No","No","26_to_39","Weekday","Day","Sydney",-33.79,151.27,-35.473469,149.012375,5
"New South Wales",20181005,"NSW","Aug",2018,"Wednesday","11:30","Multiple","No","No","Yes","110","Passenger","Female",24,"Outer Regional Australia","Riverina","Coolamon","National or State Highway","No","No","17_to_25","Weekday","Day","Coolamon",-34.804991,147.193088,-35.473469,149.012375,5
"New South Wales",20191079,"NSW","Jun",2019,"Thursday","21:38","Pedestrian","No","No","No","80","Pedestrian","Male",24,"Inner Regional Australia","Richmond - Tweed","Lismore","National or State Highway","No","No","17_to_25","Weekday","Night","Lismore",-28.706486,153.25943,-35.473469,149.012375,5
"New South Wales",20171206,"NSW","Oct",2017,"Sunday","14:15","Multiple","No","No","No","80","Motorcycle rider","Male",48,"Inner Regional Australia","Hunter Valley exc Newcastle","Singleton","National or State Highway","No","No","40_to_64","Weekend","Day","Singleton",-32.760486,150.972137,-35.473469,149.012375,5
"New South Wales",20171024,"NSW","Oct",2017,"Saturday","23:15","Single","No","No","No","100","Driver","Male",23,"Outer Regional Australia","New England and North West","Narrabri","Sub-arterial Road","No","No","17_to_25","Weekend","Night","Narrabri",-30.413331,149.767538,-35.473469,149.012375,5
"New South Wales",20181147,"NSW","Nov",2018,"Saturday","9:40","Single","No","No","No","60","Driver","Male",84,"Major Cities of Australia","Illawarra","Wollongong","Collector Road","No","No","75_or_older","Weekend","Day","Wollongong",-34.423171,150.874294,-35.473469,149.012375,5
"New South Wales",20181198,"NSW","Jun",2018,"Sunday","12:10","Multiple","No","No","No","60","Motorcycle rider","Male",35,"Inner Regional Australia","Sydney - Sutherland","Sutherland","Arterial Road","No","No","26_to_39","Weekend","Day","Sutherland",-34.02,151.06,-35.473469,149.012375,5
"New South Wales",20181099,"NSW","Sep",2018,"Thursday","14:15","Pedestrian","No","No","No","60","Pedestrian","Female",20,"Major Cities of Australia","Sydney - City and Inner South","Sydney","Local Road","No","No","17_to_25","Weekday","Day","Sydney",-33.79,151.27,-35.473469,149.012375,5
"New South Wales",20171239,"NSW","Jul",2017,"Tuesday","10:55","Single","No","No","No","60","Driver","Male",87,"Major Cities of Australia","Sydney - Blacktown","Blacktown","Collector Road","No","No","75_or_older","Weekday","Day","Blacktown",-33.783751,150.900547,-35.473469,149.012375,5
"New South Wales",20181282,"NSW","Mar",2018,"Monday","20:36","Multiple","No","No","No","70","Motorcycle rider","Male",20,"Major Cities of Australia","Illawarra","Shellharbour","Arterial Road","No","No","17_to_25","Weekday","Night","Shellharbour",-34.592433,150.84584,-35.473469,149.012375,5
"New South Wales",20191184,"NSW","Sep",2019,"Friday","1:20","Single","No","No","No","60","Driver","Male",-9,"Major Cities of Australia","Sydney - Blacktown","Blacktown","Arterial Road","No","No","-9","Weekday","Night","Blacktown",-33.783751,150.900547,-35.473469,149.012375,5
"New South Wales",20171222,"NSW","Apr",2017,"Saturday","14:50","Single","No","No","No","110","Motorcycle rider","Male",36,"Very Remote Australia","Far West and Orana","Cobar","Sub-arterial Road","No","Yes","26_to_39","Weekend","Day","Cobar",-31.551822,145.406579,-35.473469,149.012375,5
"New South Wales",20191013,"NSW","Jul",2019,"Tuesday","8:17","Multiple","No","Yes","No","80","Motorcycle rider","Male",22,"Major Cities of Australia","Sydney - Parramatta","Parramatta","National or State Highway","No","No","17_to_25","Weekday","Day","Parramatta",-33.89,151.14,-35.473469,149.012375,5
"New South Wales",20161124,"NSW","Dec",2016,"Tuesday","11:45","Pedestrian","No","No","No","50","Pedestrian","Female",86,"Major Cities of Australia","Sydney - North Sydney and Hornsby","Lane Cove","Local Road","No","No","75_or_older","Weekday","Day","Lane Cove",-33.79,151.19,-35.473469,149.012375,5
"New South Wales",20191191,"NSW","May",2019,"Monday","1:00","Single","No","No","No","100","Driver","Male",57,"Very Remote Australia","Far West and Orana","Walgett","Access road","No","No","40_to_64","Weekend","Night","Walgett",-29.958521,147.983033,-35.473469,149.012375,5
"New South Wales",20181264,"NSW","Apr",2018,"Monday","9:45","Single","No","No","No","100","Driver","Male",19,"Outer Regional Australia","Riverina","Junee","Sub-arterial Road","No","No","17_to_25","Weekday","Day","Junee",-34.933478,147.716767,-35.473469,149.012375,5
"New South Wales",20191119,"NSW","Jan",2019,"Thursday","7:03","Single","No","No","No","50","Driver","Male",46,"Inner Regional Australia","Central West","Orange","Local Road","No","No","40_to_64","Weekday","Day","Orange",-33.233929,149.116263,-35.473469,149.012375,5
"New South Wales",20181196,"NSW","Aug",2018,"Friday","11:20","Multiple","No","No","No","70","Motorcycle rider","Male",25,"Major Cities of Australia","Sydney - South West","Liverpool","Arterial Road","No","No","17_to_25","Weekday","Day","Liverpool",-33.89,151.1,-35.473469,149.012375,5
"New South Wales",20171139,"NSW","Sep",2017,"Friday","13:20","Multiple","No","Yes","No","60","Motorcycle rider","Male",46,"Major Cities of Australia","Sydney - Eastern Suburbs","Waverley","Arterial Road","No","No","40_to_64","Weekday","Day","Waverley",-33.904414,151.259392,-35.473469,149.012375,5
"New South Wales",20191259,"NSW","Jan",2019,"Wednesday","22:40","Single","No","No","No","110","Driver","Male",34,"Inner Regional Australia","Mid North Coast","Kempsey","National or State Highway","Yes","No","26_to_39","Weekday","Night","Kempsey",-30.375791,153.019648,-35.473469,149.012375,5
"New South Wales",20171309,"NSW","Dec",2017,"Saturday","5:45","Single","No","No","No","50","Driver","Male",53,"Outer Regional Australia","Riverina","Narrandera","Arterial Road","No","No","40_to_64","Weekend","Night","Narrandera",-34.902108,146.303599,-35.473469,149.012375,5
"New South Wales",20181193,"NSW","Dec",2018,"Friday","13:50","Multiple","No","No","No","100","Driver","Male",30,"Major Cities of Australia","Sydney - Outer South West","Camden","Arterial Road","No","No","26_to_39","Weekday","Day","Camden",-34.042913,150.525292,-35.473469,149.012375,5
"New South Wales",20171272,"NSW","Sep",2017,"Thursday","9:54","Pedestrian","No","No","No","40","Pedestrian","Female",78,"Major Cities of Australia","Illawarra","Shellharbour","Collector Road","No","No","75_or_older","Weekday","Day","Shellharbour",-34.592433,150.84584,-35.473469,149.012375,5
"New South Wales",20171224,"NSW","Sep",2017,"Tuesday","18:22","Single","No","No","No","50","Driver","Male",69,"Major Cities of Australia","Central Coast","Central Coast","Local Road","No","No","65_to_74","Weekday","Night","Central Coast",0,0,-35.473469,149.012375,5
"New South Wales",20151038,"NSW","Jul",2015,"Tuesday","21:10","Multiple","No","No","No","100","Driver","Male",75,"Inner Regional Australia","Central West","Orange","National or State Highway","No","No","75_or_older","Weekday","Night","Orange",-33.233929,149.116263,-35.473469,149.012375,5
"New South Wales",20191035,"NSW","Jan",2019,"Wednesday","19:00","Single","No","No","No","100","Driver","Female",47,"Outer Regional Australia","Central West","Parkes","Arterial Road","No","No","40_to_64","Weekday","Night","Parkes",-33.035496,148.16819,-35.473469,149.012375,5
"New South Wales",20191185,"NSW","Jul",2019,"Sunday","11:00","Single","No","No","No","60","Passenger","Female",46,"Inner Regional Australia","Murray","Albury","National or State Highway","No","No","40_to_64","Weekend","Day","Albury",-36.016196,147.026549,-35.473469,149.012375,5
"New South Wales",20191129,"NSW","Jan",2019,"Wednesday","11:00","Single","No","No","No","50","Driver","Female",79,"Outer Regional Australia","Mid North Coast","Kempsey","Local Road","No","No","75_or_older","Weekday","Day","Kempsey",-30.375791,153.019648,-35.473469,149.012375,5
"New South Wales",20181018,"NSW","Jun",2018,"Friday","16:05","Multiple","No","No","No","80","Driver","Male",65,"Major Cities of Australia","Sydney - Sutherland","Sutherland","Arterial Road","No","No","65_to_74","Weekday","Day","Sutherland",-34.02,151.06,-35.473469,149.012375,5
"New South Wales",20161329,"NSW","Oct",2016,"Tuesday","19:24","Multiple","No","No","No","100","Driver","Male",36,"Outer Regional Australia","New England and North West","Narrabri","Local Road","No","No","26_to_39","Weekday","Night","Narrabri",-30.413331,149.767538,-35.473469,149.012375,5
"New South Wales",20191012,"NSW","Sep",2019,"Friday","23:30","Multiple","No","No","No","70","Passenger","Female",25,"Major Cities of Australia","Sydney - Parramatta","Parramatta","Arterial Road","No","No","17_to_25","Weekend","Night","Parramatta",-33.89,151.14,-35.473469,149.012375,5
"New South Wales",20191026,"NSW","Jan",2019,"Sunday","6:20","Single","No","No","No","60","Motorcycle pillion passenger","Male",23,"Major Cities of Australia","Sydney - South West","Fairfield","Arterial Road","No","No","17_to_25","Weekend","Day","Fairfield",-33.85,150.96,-35.473469,149.012375,5
"New South Wales",20191026,"NSW","Jan",2019,"Sunday","6:20","Single","No","No","No","60","Motorcycle rider","Male",24,"Major Cities of Australia","Sydney - South West","Fairfield","Arterial Road","No","No","17_to_25","Weekend","Day","Fairfield",-33.85,150.96,-35.473469,149.012375,5
"New South Wales",20191186,"NSW","Jan",2019,"Sunday","11:00","Single","No","No","No","100","Driver","Female",90,"Inner Regional Australia","Central West","Oberon","Arterial Road","No","No","75_or_older","Weekend","Day","Oberon",-34.06024,150.153221,-35.473469,149.012375,5
"New South Wales",20191010,"NSW","Apr",2019,"Friday","16:00","Pedestrian","No","No","No","50","Pedestrian","Male",80,"Major Cities of Australia","Sydney - Ryde","Ryde","Collector Road","No","No","75_or_older","Weekday","Day","Ryde",-33.76,151.14,-35.473469,149.012375,5
"New South Wales",20191056,"NSW","Mar",2019,"Wednesday","14:30","Single","No","No","No","50","Driver","Female",86,"Major Cities of Australia","Sydney - Eastern Suburbs","Randwick","Collector Road","No","No","75_or_older","Weekday","Day","Randwick",-33.914832,151.239167,-35.473469,149.012375,5
"New South Wales",20181049,"NSW","Dec",2018,"Sunday","14:00","Single","No","No","No","80","Motorcycle rider","Male",54,"Outer Regional Australia","Hunter Valley exc Newcastle","Singleton","Arterial Road","No","No","40_to_64","Weekend","Day","Singleton",-32.760486,150.972137,-35.473469,149.012375,5
"New South Wales",20191008,"NSW","Jan",2019,"Saturday","0:30","Single","No","No","No","100","Driver","Male",21,"Remote Australia","New England and North West","Narrabri","Arterial Road","No","No","17_to_25","Weekend","Night","Narrabri",-30.413331,149.767538,-35.473469,149.012375,5
"New South Wales",20161101,"NSW","Jun",2016,"Thursday","16:05","Pedestrian","No","No","No","50","Pedestrian","Female",59,"Major Cities of Australia","Sydney - Outer West and Blue Mountains","Penrith","Local Road","No","No","40_to_64","Weekday","Day","Penrith",-33.755476,150.678551,-35.473469,149.012375,5
"New South Wales",20181071,"NSW","Aug",2018,"Saturday","18:20","Multiple","No","No","No","100","Passenger","Male",22,"Inner Regional Australia","Hunter Valley exc Newcastle","Muswellbrook","Local Road","No","No","17_to_25","Weekend","Night","Muswellbrook",-32.248568,150.701949,-35.473469,149.012375,5
"New South Wales",20171096,"NSW","Dec",2017,"Saturday","11:30","Single","No","No","No","100","Driver","Male",78,"Outer Regional Australia","Far West and Orana","Narromine","Local Road","Yes","No","75_or_older","Weekend","Day","Narromine",-32.255249,148.110385,-35.473469,149.012375,5
"New South Wales",20181060,"NSW","Feb",2018,"Monday","12:20","Pedestrian","No","No","No","50","Pedestrian","Male",85,"Major Cities of Australia","Sydney - North Sydney and Hornsby","Hornsby","Arterial Road","No","No","75_or_older","Weekday","Day","Hornsby",-33.71,151.1,-35.473469,149.012375,5
"New South Wales",20191086,"NSW","Jan",2019,"Tuesday","4:35","Multiple","No","No","No","60","Driver","Male",45,"Major Cities of Australia","Central Coast","Central Coast","Arterial Road","No","No","40_to_64","Weekday","Night","Central Coast",0,0,-35.473469,149.012375,5
"New South Wales",20191254,"NSW","Feb",2019,"Thursday","9:57","Multiple","No","Yes","No","100","Driver","Male",80,"Major Cities of Australia","Illawarra","Wollongong","National or State Highway","No","No","75_or_older","Weekday","Day","Wollongong",-34.423171,150.874294,-35.473469,149.012375,5
